7,11,2,13,4,15,6,10,1,8,12,3>11,2,13,4,15,6,10,1,8,12,3,14
7,12,0,5,10,15,3,8,13,1,6,11>12,0,5,10,15,3,8,13,1,6,11,4
7,12,5,1,10,3,15,8,13,6,11,4>12,5,1,10,3,15,8,13,6,11,4,0
7,12,5,10,3,15,8,1,13,6,11,4>12,5,10,3,15,8,1,13,6,11,4,9
7,14,2,9,0,4,11,6,13,8,15,3>14,2,9,0,4,11,6,13,8,15,3,10
7,14,2,9,4,11,6,13,1,8,15,3>14,2,9,4,11,6,13,1,8,15,3,10
7,14,5,9,0,11,2,13,4,8,15,6>14,5,9,0,11,2,13,4,8,15,6,10
7,14,5,12,3,10,1,8,15,6,13,4>14,5,12,3,10,1,8,15,6,13,4,11
7,14,9,0,4,11,2,6,13,8,15,10>14,9,0,4,11,2,6,13,8,15,10,1
7,14,9,0,11,2,6,13,4,8,15,10>14,9,0,11,2,6,13,4,8,15,10,1
7,15,2,10,13,5,8,0,3,11,14,6>15,2,10,13,5,8,0,3,11,14,6,9
7,15,12,4,1,9,6,14,11,3,0,8>15,12,4,1,9,6,14,11,3,0,8,5
8,0,3,11,14,6,9,1,4,12,15,7>0,3,11,14,6,9,1,4,12,15,7,10
8,0,13,5,2,10,7,15,12,4,1,9>0,13,5,2,10,7,15,12,4,1,9,6
8,1,6,15,4,13,9,2,11,7,0,5>1,6,15,4,13,9,2,11,7,0,5,14
8,1,6,15,11,4,13,9,2,7,0,5>1,6,15,11,4,13,9,2,7,0,5,14
8,1,10,3,12,5,14,7,0,9,2,11>1,10,3,12,5,14,7,0,9,2,11,4
8,1,10,6,15,4,13,2,11,7,0,9>1,10,6,15,4,13,2,11,7,0,9,5
8,1,13,6,11,4,9,2,14,7,0,12>1,13,6,11,4,9,2,14,7,0,12,5
8,1,13,6,15,11,4,9,2,7,0,12>1,13,6,15,11,4,9,2,7,0,12,5
8,3,10,5,12,0,7,14,2,9,4,11>3,10,5,12,0,7,14,2,9,4,11,6
8,3,10,14,5,12,0,7,2,9,4,11>3,10,14,5,12,0,7,2,9,4,11,15
8,3,15,10,5,0,12,7,2,14,9,4>3,15,10,5,0,12,7,2,14,9,4,11
8,4,13,2,11,0,9,5,14,7,3,12>4,13,2,11,0,9,5,14,7,3,12,1
8,4,13,6,2,11,0,9,14,7,3,12>4,13,6,2,11,0,9,14,7,3,12,5
8,5,13,10,2,15,7,4,12,9,1,14>5,13,10,2,15,7,4,12,9,1,14,6
8,11,3,6,14,1,9,12,4,7,15,2>11,3,6,14,1,9,12,4,7,15,2,10
8,12,3,10,14,5,0,7,2,9,13,4>12,3,10,14,5,0,7,2,9,13,4,11
8,12,3,14,5,0,7,11,2,9,13,4>12,3,14,5,0,7,11,2,9,13,4,15
8,13,1,6,11,4,9,14,2,7,12,0>13,1,6,11,4,9,14,2,7,12,0,5
8,13,6,2,11,4,0,9,14,7,12,5>13,6,2,11,4,0,9,14,7,12,5,1
8,13,6,11,4,0,9,2,14,7,12,5>13,6,11,4,0,9,2,14,7,12,5,10
8,15,3,10,1,5,12,7,14,9,0,4>15,3,10,1,5,12,7,14,9,0,4,11
8,15,3,10,5,12,0,7,14,2,9,4>15,3,10,5,12,0,7,14,2,9,4,11
8,15,3,10,5,12,7,14,2,9,0,4>15,3,10,5,12,7,14,2,9,0,4,11
8,15,6,10,1,12,3,14,5,9,0,7>15,6,10,1,12,3,14,5,9,0,7,11
8,15,6,13,4,11,2,9,0,7,14,5>15,6,13,4,11,2,9,0,7,14,5,12
8,15,10,1,5,12,3,7,14,9,0,11>15,10,1,5,12,3,7,14,9,0,11,2
8,15,10,1,12,3,7,14,5,9,0,11>15,10,1,12,3,7,14,5,9,0,11,2
9,0,4,11,2,6,13,8,15,10,1,5>0,4,11,2,6,13,8,15,10,1,5,12
9,0,4,11,6,13,8,15,3,10,1,5>0,4,11,6,13,8,15,3,10,1,5,12
9,0,7,11,2,13,4,15,6,10,1,8>0,7,11,2,13,4,15,6,10,1,8,12
9,0,7,14,5,12,3,10,1,8,15,6>0,7,14,5,12,3,10,1,8,15,6,13
9,0,11,2,6,13,4,8,15,10,1,12>0,11,2,6,13,4,8,15,10,1,12,3
9,0,11,2,13,4,8,15,6,10,1,12>0,11,2,13,4,8,15,6,10,1,12,3
9,1,4,12,15,7,10,2,5,13,0,8>1,4,12,15,7,10,2,5,13,0,8,11
9,1,14,6,3,11,8,0,13,5,2,10>1,14,6,3,11,8,0,13,5,2,10,7
9,2,7,0,5,14,10,3,12,8,1,6>2,7,0,5,14,10,3,12,8,1,6,15
9,2,7,0,12,5,14,10,3,8,1,6>2,7,0,12,5,14,10,3,8,1,6,15
9,2,11,4,13,6,15,8,1,10,3,12>2,11,4,13,6,15,8,1,10,3,12,5
9,2,11,7,0,5,14,3,12,8,1,10>2,11,7,0,5,14,3,12,8,1,10,6
9,2,14,7,0,12,5,10,3,8,1,13>2,14,7,0,12,5,10,3,8,1,13,6
9,2,14,7,0,12,5,10,3,15,8,1>2,14,7,0,12,5,10,3,15,8,1,13
9,2,14,7,12,5,10,3,15,8,1,13>2,14,7,12,5,10,3,15,8,1,13,6
9,4,11,6,1,13,8,3,15,10,5,0>4,11,6,1,13,8,3,15,10,5,0,12
9,4,11,6,13,1,8,15,3,10,5,12>4,11,6,13,1,8,15,3,10,5,12,0
9,4,11,6,13,1,8,15,3,10,5,12>4,11,6,13,1,8,15,3,10,5,12,7
9,4,11,15,6,13,1,8,3,10,5,12>4,11,15,6,13,1,8,3,10,5,12,0
9,5,14,3,12,1,10,6,15,8,4,13>5,14,3,12,1,10,6,15,8,4,13,2
9,5,14,7,3,12,1,10,15,8,4,13>5,14,7,3,12,1,10,15,8,4,13,6
9,6,14,11,3,0,8,5,13,10,2,15>6,14,11,3,0,8,5,13,10,2,15,7
9,12,4,7,15,2,10,13,5,8,0,3>12,4,7,15,2,10,13,5,8,0,3,11
9,13,4,11,15,6,1,8,3,10,14,5>13,4,11,15,6,1,8,3,10,14,5,12
9,13,4,15,6,1,8,12,3,10,14,5>13,4,15,6,1,8,12,3,10,14,5,0
9,14,2,7,12,0,5,10,15,3,8,13>14,2,7,12,0,5,10,15,3,8,13,1
9,14,7,3,12,5,1,10,15,8,13,6>14,7,3,12,5,1,10,15,8,13,6,2
9,14,7,12,5,1,10,3,15,8,13,6>14,7,12,5,1,10,3,15,8,13,6,11
10,1,5,12,3,7,14,9,0,11,2,6>1,5,12,3,7,14,9,0,11,2,6,13
10,1,5,12,7,14,9,0,4,11,2,6>1,5,12,7,14,9,0,4,11,2,6,13
10,1,8,12,3,14,5,0,7,11,2,9>1,8,12,3,14,5,0,7,11,2,9,13
10,1,8,15,6,13,4,11,2,9,0,7>1,8,15,6,13,4,11,2,9,0,7,14
10,1,12,3,7,14,5,9,0,11,2,13>1,12,3,7,14,5,9,0,11,2,13,4
10,1,12,3,14,5,9,0,7,11,2,13>1,12,3,14,5,9,0,7,11,2,13,4
10,2,5,13,0,8,11,3,6,14,1,9>2,5,13,0,8,11,3,6,14,1,9,12
10,2,15,7,4,12,9,1,14,6,3,11>2,15,7,4,12,9,1,14,6,3,11,8
10,3,8,1,6,15,11,4,13,9,2,7>3,8,1,6,15,11,4,13,9,2,7,0
10,3,8,1,13,6,15,11,4,9,2,7>3,8,1,13,6,15,11,4,9,2,7,0
10,3,12,5,14,7,0,9,2,11,4,13>3,12,5,14,7,0,9,2,11,4,13,6
10,3,12,8,1,6,15,4,13,9,2,11>3,12,8,1,6,15,4,13,9,2,11,7
10,3,15,8,1,13,6,11,4,9,2,14>3,15,8,1,13,6,11,4,9,2,14,7
10,3,15,8,13,6,11,4,0,9,2,14>3,15,8,13,6,11,4,0,9,2,14,7
10,5,0,12,7,2,14,9,4,11,6,1>5,0,12,7,2,14,9,4,11,6,1,13
10,5,12,0,7,14,2,9,4,11,6,13>5,12,0,7,14,2,9,4,11,6,13,1
10,5,12,7,14,2,9,0,4,11,6,13>5,12,7,14,2,9,0,4,11,6,13,8
10,6,15,4,13,2,11,7,0,9,5,14>6,15,4,13,2,11,7,0,9,5,14,3
10,6,15,8,4,13,2,11,0,9,5,14>6,15,8,4,13,2,11,0,9,5,14,7
10,7,15,12,4,1,9,6,14,11,3,0>7,15,12,4,1,9,6,14,11,3,0,8
