state,rank,phase,component_size,component_period
"7,4,11,6,3,0,13,8,1,12,9,6,3,10,7",92898,0,4848,2
"7,4,11,6,3,10,13,8,1,12,5,0,3,10,7",92898,0,4848,2
"7,4,11,6,3,12,9,2,13,8,5,0,7,4,1",92898,0,4848,2
"7,4,11,6,9,0,13,8,1,4,11,2,5,10,13",92898,0,4848,2
"7,4,11,6,9,0,13,8,1,4,11,6,3,10,7",92898,0,4848,2
"7,4,11,6,9,0,13,8,1,4,11,6,3,10,13",92898,0,4848,2
"7,4,11,6,9,0,13,8,1,4,11,6,3,12,7",92898,0,4848,2
"7,4,11,6,9,2,13,8,1,4,11,0,3,10,13",92898,0,4848,2
"7,4,11,6,9,2,13,8,1,4,11,6,3,10,7",92898,0,4848,2
"7,4,11,6,9,2,13,8,1,4,11,6,3,10,13",92898,0,4848,2
"7,4,11,8,1,12,9,2,13,6,3,0,7,4,11",92898,0,4848,2
"7,4,11,8,3,0,9,2,13,10,5,12,7,4,1",92898,0,4848,2
"7,4,11,8,3,10,13,6,1,12,5,0,3,10,7",92898,0,4848,2
"7,4,11,8,3,12,9,2,5,10,1,6,13,0,7",74951,1,14,14
"7,4,11,8,5,2,9,6,1,10,13,0,3,12,7",87834,1,14,14
"7,4,11,8,5,2,13,6,1,12,9,0,3,10,7",98497,1,14,14
"7,4,11,8,5,2,13,6,3,0,11,8,1,10,13",92898,0,4848,2
"7,4,11,8,5,2,13,6,3,0,11,8,1,12,9",92898,0,4848,2
"7,4,11,8,5,12,9,2,13,10,3,0,7,4,1",92898,0,4848,2
"7,4,13,0,5,12,9,2,7,10,1,6,11,4,13",92898,0,4848,2
"7,4,13,0,5,12,9,2,7,10,3,0,5,12,1",92898,0,4848,2
"7,4,13,0,5,12,9,2,7,10,3,6,11,4,1",92898,0,4848,2
"7,4,13,0,5,12,9,2,11,8,3,0,7,4,13",92898,0,4848,2
"7,4,13,2,5,12,9,0,7,10,3,6,11,4,1",92898,0,4848,2
"7,4,13,6,1,12,9,2,11,8,3,0,7,4,13",92898,0,4848,2
"7,4,13,6,1,12,9,2,11,8,5,0,7,4,13",92898,0,4848,2
"7,4,13,6,3,0,9,2,11,8,5,12,7,0,13",92898,0,4848,2
"7,4,13,6,3,0,9,2,11,8,5,12,7,4,1",92898,0,4848,2
"7,4,13,6,3,0,9,2,11,8,5,12,7,4,13",92898,0,4848,2
"7,4,13,6,3,12,9,2,11,8,5,0,7,4,1",92898,0,4848,2
"7,4,13,6,3,12,9,2,11,8,5,0,7,4,13",92898,0,4848,2
"7,4,13,8,3,12,1,10,5,0,9,6,3,12,7",92898,0,4848,2
"7,4,13,8,3,12,9,2,5,10,1,6,11,0,7",82929,1,14,14
"7,4,13,8,5,2,11,6,1,12,9,0,3,10,7",88957,1,14,14
"7,4,13,10,3,0,9,6,1,8,5,2,11,4,13",92898,0,4848,2
"7,4,13,10,3,12,9,6,1,8,5,0,11,4,13",92898,0,4848,2
"7,4,13,10,3,12,9,6,1,8,5,2,11,4,13",92898,0,4848,2
"7,4,13,10,5,2,11,8,3,0,9,6,1,12,7",80834,1,14,14
"7,4,13,10,5,12,9,6,1,8,3,0,11,4,13",92898,0,4848,2
"7,10,1,4,9,2,5,8,13,6,11,0,3,10,1",92898,0,4848,2
"7,10,1,4,9,12,3,6,11,0,5,8,13,2,7",82354,1,14,14
"7,10,1,4,9,12,3,6,11,2,5,8,13,0,7",94783,0,14,14
"7,10,1,4,9,12,3,6,13,0,5,8,11,2,7",82832,1,14,14
"7,10,1,4,9,12,3,6,13,2,5,8,11,0,7",92898,0,4848,2
"7,10,1,4,11,0,5,8,13,6,9,12,3,10,1",92898,0,4848,2
"7,10,1,4,11,0,5,12,9,6,13,2,7,0,3",92898,0,4848,2
"7,10,1,4,11,2,5,8,13,6,9,0,3,10,1",92898,0,4848,2
"7,10,1,4,11,2,5,8,13,6,9,12,3,10,1",92898,0,4848,2
"7,10,1,6,9,12,3,8,13,2,5,0,11,4,7",92898,0,4848,2
"7,10,1,6,9,12,3,8,13,4,1,6,11,0,7",92898,0,4848,2
"7,10,1,6,9,12,3,8,13,4,1,6,11,2,7",92898,0,4848,2
"7,10,1,6,11,0,5,12,3,8,13,2,7,10,1",92898,0,4848,2
"7,10,1,6,11,0,5,12,9,4,13,8,3,0,7",92898,0,4848,2
"7,10,1,6,11,2,5,12,3,8,13,0,7,10,1",93214,0,12,12
"7,10,1,6,11,2,5,12,9,4,13,8,3,0,7",93360,0,14,14
"7,10,1,6,11,2,13,4,9,0,5,8,11,2,7",92898,0,4848,2
"7,10,1,6,11,4,13,8,3,0,9,2,5,10,13",92898,0,4848,2
"7,10,1,6,13,0,3,12,9,4,11,8,5,0,7",92898,0,4848,2
"7,10,1,6,13,0,5,12,3,8,11,2,7,10,1",92898,0,4848,2
"7,10,1,6,13,0,5,12,9,4,11,8,3,0,7",92898,0,4848,2
"7,10,1,6,13,2,5,12,3,8,11,0,7,10,1",91046,0,12,12
"7,10,1,8,5,12,3,6,13,10,1,8,11,0,3",92898,0,4848,2
"7,10,1,8,5,12,3,6,13,10,1,8,11,0,7",92898,0,4848,2
"7,10,1,8,5,12,3,6,13,10,1,8,11,2,7",92898,0,4848,2
"7,10,1,8,11,0,5,12,3,6,9,2,7,10,1",92898,0,4848,2
"7,10,1,8,11,0,5,12,3,6,9,2,7,10,13",92898,0,4848,2
"7,10,1,8,11,0,5,12,3,6,13,2,7,10,1",92898,0,4848,2
"7,10,1,8,11,2,5,12,3,6,9,0,7,10,1",92898,0,4848,2
"7,10,1,8,11,2,5,12,3,6,9,0,7,10,13",92898,0,4848,2
"7,10,1,8,11,2,5,12,3,6,13,0,7,10,1",92898,0,4848,2
"7,10,1,8,13,0,5,12,3,6,9,2,7,10,1",92898,0,4848,2
"7,10,1,8,13,0,5,12,3,6,11,2,7,10,1",92898,0,4848,2
"7,10,1,8,13,2,5,12,3,6,9,0,7,10,1",92898,0,4848,2
"7,10,1,8,13,2,5,12,3,6,11,0,7,10,1",92898,0,4848,2
"7,10,3,0,5,12,1,6,13,10,3,8,11,2,7",92898,0,4848,2
"7,10,3,0,5,12,1,6,13,10,3,8,11,4,1",92898,0,4848,2
"7,10,3,0,5,12,1,6,13,10,3,8,11,4,7",92898,0,4848,2
"7,10,3,0,5,12,1,8,13,10,3,6,11,2,7",92898,0,4848,2
"7,10,3,0,5,12,1,8,13,10,3,6,11,4,1",92898,0,4848,2
"7,10,3,0,5,12,1,8,13,10,3,6,11,4,7",92898,0,4848,2
"7,10,3,0,9,4,13,8,5,12,1,6,11,2,7",69780,1,14,14
"7,10,3,0,9,12,1,6,11,2,5,8,13,4,7",82259,0,14,14
"7,10,3,0,9,12,1,6,13,2,5,8,11,4,7",82611,0,14,14
"7,10,3,0,11,2,5,12,9,6,13,0,7,4,1",92898,0,4848,2
"7,10,3,6,9,2,5,12,1,4,11,0,7,10,13",92898,0,4848,2
"7,10,3,6,9,2,13,8,1,12,5,0,11,4,7",74444,0,14,14
"7,10,3,6,9,12,1,8,11,0,3,6,13,2,5",92898,0,4848,2
"7,10,3,6,9,12,1,8,13,0,3,6,11,2,7",92898,0,4848,2
"7,10,3,6,9,12,1,8,13,0,3,6,11,4,7",92898,0,4848,2
"7,10,3,6,9,12,5,0,11,4,1,8,13,2,7",74436,0,14,14
"7,10,3,6,9,12,5,0,13,4,1,8,11,2,7",74387,0,14,14
"7,10,3,6,11,0,5,12,1,4,9,2,7,10,13",92898,0,4848,2
"7,10,3,6,11,0,5,12,1,8,13,2,7,10,3",92898,0,4848,2
"7,10,3,6,11,0,5,12,9,2,13,8,1,4,7",92466,1,14,14
"7,10,3,6,11,0,13,8,1,4,9,2,5,10,13",92898,0,4848,2
"7,10,3,6,11,2,5,12,1,8,13,0,7,10,3",92370,0,12,12
"7,10,3,6,11,2,5,12,9,0,13,8,1,4,7",97572,0,14,14
"7,10,3,6,11,4,1,8,13,0,9,6,11,2,5",92898,0,4848,2
"7,10,3,6,11,4,1,8,13,0,9,6,11,4,7",92898,0,4848,2
"7,10,3,6,11,4,1,8,13,2,9,6,11,4,7",92898,0,4848,2
"7,10,3,6,13,0,5,12,1,8,11,2,7,10,3",102268,0,12,12
"7,10,3,6,13,2,5,12,1,8,11,0,7,10,3",92898,0,4848,2
"7,10,3,6,13,4,1,8,11,0,9,6,13,2,5",92898,0,4848,2
"7,10,3,8,11,0,5,12,1,4,9,2,7,10,13",92898,0,4848,2
"7,10,3,8,11,0,5,12,1,6,9,2,7,10,13",92898,0,4848,2
"7,10,3,8,11,0,5,12,1,6,13,2,7,10,3",92898,0,4848,2
"7,10,3,8,11,2,5,12,1,6,9,0,7,10,13",92898,0,4848,2
"7,10,3,8,11,2,5,12,1,6,13,0,7,10,3",92898,0,4848,2
"7,10,3,8,13,0,5,12,1,6,11,2,7,10,3",104470,0,12,12
"7,10,3,8,13,2,5,12,1,6,11,0,7,10,3",93709,1,12,12
"7,10,5,0,9,4,1,12,7,2,11,6,9,4,13",92898,0,4848,2
"7,10,5,0,9,4,1,12,7,2,13,8,3,10,5",92898,0,4848,2
"7,10,5,0,11,2,13,8,3,6,9,4,1,10,13",92898,0,4848,2
"7,10,5,12,9,2,13,0,7,4,11,6,3,10,13",92898,0,4848,2
"7,10,5,12,9,2,13,0,7,4,11,6,9,2,13",92898,0,4848,2
"7,10,5,12,9,2,13,0,7,4,11,8,3,10,13",92898,0,4848,2
"7,10,5,12,9,4,13,0,7,2,11,6,3,10,13",92898,0,4848,2
"7,10,5,12,9,4,13,0,7,2,11,8,3,10,13",92898,0,4848,2
"7,10,13,0,5,12,1,4,7,10,3,6,9,12,1",92898,0,4848,2
"7,10,13,2,5,12,1,4,7,10,3,6,9,12,1",92898,0,4848,2
"7,10,13,2,5,12,3,0,7,10,1,6,9,12,3",92898,0,4848,2
"7,10,13,2,5,12,3,0,7,10,1,8,5,12,3",92898,0,4848,2
"7,10,13,2,9,12,1,4,7,0,3,6,9,12,5",92898,0,4848,2
"7,10,13,4,9,0,5,2,7,12,3,8,11,0,5",92898,0,4848,2
"7,10,13,4,11,0,3,8,1,6,9,12,5,10,13",92898,0,4848,2
"7,10,13,4,11,0,5,8,1,6,9,12,3,10,13",92898,0,4848,2
"7,10,13,4,11,2,5,8,1,6,9,0,3,10,13",92898,0,4848,2
"7,10,13,4,11,2,5,8,1,6,9,12,3,10,13",92898,0,4848,2
"7,10,13,4,11,2,5,8,1,6,13,0,3,12,9",92898,0,4848,2
"7,10,13,6,9,2,5,8,1,4,11,0,3,10,13",92898,0,4848,2
"7,10,13,6,9,12,1,4,11,0,3,6,9,2,5",92898,0,4848,2
"7,10,13,6,9,12,1,4,11,0,3,6,9,2,7",92898,0,4848,2
"7,10,13,6,9,12,1,4,11,0,3,6,9,2,13",92898,0,4848,2
"7,10,13,6,11,0,3,8,1,4,9,12,5,10,13",92898,0,4848,2
"7,10,13,6,11,0,5,8,1,4,9,12,3,10,13",92898,0,4848,2
"7,12,1,4,9,0,5,10,7,12,3,8,13,0,5",92898,0,4848,2
"7,12,1,4,9,0,5,10,7,12,3,8,13,2,5",92898,0,4848,2
"7,12,1,4,9,0,5,10,13,6,11,2,7,0,3",92898,0,4848,2
"7,12,1,4,9,2,5,8,13,6,11,0,3,10,1",92898,0,4848,2
"7,12,1,4,9,2,5,10,13,6,11,0,3,8,1",92898,0,4848,2
"7,12,1,4,11,2,5,8,13,6,9,0,3,10,1",92898,0,4848,2
"7,12,1,4,11,2,5,10,13,6,9,0,3,8,1",92898,0,4848,2
"7,12,1,4,13,10,3,6,9,0,5,8,11,2,7",82816,1,14,14
"7,12,1,4,13,10,3,6,9,2,5,8,11,0,7",94528,0,14,14
"7,12,1,6,9,0,3,8,11,2,5,10,13,4,7",91327,1,14,14
"7,12,1,6,9,2,5,10,13,4,11,0,3,8,1",92898,0,4848,2
"7,12,1,6,11,0,5,10,3,8,13,2,7,12,1",92898,0,4848,2
"7,12,1,6,11,2,5,10,3,8,13,0,7,12,1",102581,0,12,12
"7,12,1,6,13,0,5,10,3,8,11,2,7,12,1",81309,1,12,12
"7,12,1,6,13,2,5,10,3,8,11,0,7,12,1",92898,0,4848,2
"7,12,1,6,13,10,3,8,11,4,1,6,13,0,7",92898,0,4848,2
"7,12,1,8,5,0,9,4,13,10,3,6,11,2,7",69619,1,14,14
"7,12,1,8,11,0,5,10,3,6,13,2,7,12,1",81381,1,12,12
"7,12,1,8,11,2,5,10,3,6,9,0,7,12,1",92898,0,4848,2
"7,12,1,8,11,2,5,10,3,6,13,0,7,12,1",92898,0,4848,2
"7,12,1,8,13,0,5,10,3,6,11,2,7,12,1",81498,1,12,12
"7,12,1,8,13,2,5,10,3,6,9,0,7,12,1",92898,0,4848,2
"7,12,1,8,13,2,5,10,3,6,11,0,7,12,1",92898,0,4848,2
"7,12,1,8,13,2,5,10,3,6,11,8,13,0,9",92898,0,4848,2
"7,12,1,8,13,10,3,6,11,2,5,8,13,4,9",92898,0,4848,2
"7,12,1,8,13,10,3,6,11,4,1,8,13,0,9",92898,0,4848,2
"7,12,1,8,13,10,3,6,11,4,1,8,13,2,9",92898,0,4848,2
"7,12,3,0,5,10,1,6,9,12,3,8,13,4,1",92898,0,4848,2
"7,12,3,0,9,2,5,10,13,6,11,0,7,4,1",92898,0,4848,2
"7,12,3,0,13,10,1,6,9,2,5,8,11,4,7",83456,0,14,14
"7,12,3,6,9,0,5,10,1,12,3,8,13,4,7",92898,0,4848,2
"7,12,3,6,11,0,5,10,1,8,13,2,7,12,3",92898,0,4848,2
"7,12,3,6,11,2,5,0,9,4,13,8,11,2,7",92898,0,4848,2
"7,12,3,6,11,2,5,10,1,8,13,0,7,12,3",92898,0,4848,2
"7,12,3,6,11,4,1,8,13,0,9,6,11,2,5",92898,0,4848,2
"7,12,3,6,11,4,1,8,13,0,9,6,11,4,7",92898,0,4848,2
"7,12,3,6,13,0,5,10,1,8,11,2,7,12,3",81839,1,12,12
"7,12,3,6,13,2,5,10,1,8,11,0,7,12,3",73677,1,12,12
"7,12,3,6,13,10,1,8,11,0,3,6,13,2,5",92898,0,4848,2
"7,12,3,6,13,10,1,8,11,0,3,6,13,2,7",92898,0,4848,2
"7,12,3,6,13,10,5,0,9,4,1,8,11,2,7",73650,0,14,14
"7,12,3,8,5,10,1,6,11,0,3,8,13,4,9",92898,0,4848,2
"7,12,3,8,11,0,5,10,1,6,3,8,13,4,9",92898,0,4848,2
"7,12,3,8,11,0,5,10,1,6,13,2,7,12,3",92898,0,4848,2
"7,12,3,8,11,2,5,10,1,6,13,0,7,12,3",80357,1,12,12
"7,12,3,8,11,4,1,10,5,0,9,6,13,2,7",69489,1,14,14
"7,12,3,8,11,4,1,10,5,2,9,6,13,0,7",73628,1,14,14
"7,12,3,8,13,0,5,10,1,6,3,8,13,4,9",92898,0,4848,2
"7,12,3,8,13,0,5,10,1,6,11,2,7,12,3",92898,0,4848,2
"7,12,3,8,13,0,5,10,1,6,11,2,7,12,9",92898,0,4848,2
"7,12,3,8,13,2,5,10,1,6,11,0,7,12,3",92898,0,4848,2
"7,12,3,8,13,2,5,10,1,6,11,8,13,4,9",92898,0,4848,2
"7,12,3,8,13,2,9,6,1,10,5,0,11,4,7",73616,0,14,14
"7,12,3,8,13,4,9,0,5,10,1,6,11,2,7",92898,0,4848,2
"7,12,3,8,13,4,9,0,5,10,1,6,13,2,7",92898,0,4848,2
"7,12,3,8,13,10,1,6,11,0,3,8,13,4,9",92898,0,4848,2
"7,12,3,8,13,10,1,6,11,0,5,8,13,2,7",92898,0,4848,2
"7,12,3,8,13,10,1,6,11,2,5,8,13,4,9",92898,0,4848,2
"7,12,5,8,11,2,9,0,3,6,13,4,7,10,1",92898,0,4848,2
"7,12,5,8,11,2,9,0,3,6,13,4,7,12,1",92898,0,4848,2
"7,12,5,8,13,2,9,0,3,6,11,4,7,10,1",92898,0,4848,2
"7,12,5,8,13,2,9,0,3,6,11,4,7,12,1",92898,0,4848,2
"7,12,5,10,13,2,9,0,3,6,11,4,7,12,1",92898,0,4848,2
"7,12,5,10,13,2,9,0,3,8,11,4,7,12,1",92898,0,4848,2
"7,12,9,0,5,10,1,4,7,12,3,6,13,10,1",92898,0,4848,2
"7,12,9,0,5,10,1,4,7,12,3,8,13,10,1",92898,0,4848,2
"7,12,9,2,5,10,3,0,7,12,1,6,13,10,3",92898,0,4848,2
"7,12,9,2,5,10,3,0,7,12,1,8,13,10,3",92898,0,4848,2
"7,12,9,4,13,0,5,2,7,10,3,8,11,0,5",92898,0,4848,2
"8,1,4,7,0,3,10,13,2,9,12,5,0,11,4",92898,1,4848,2
"8,1,4,7,0,3,10,13,2,9,12,5,8,11,4",92898,1,4848,2
"8,1,4,7,0,11,6,13,10,5,2,9,0,3,8",92898,1,4848,2
"8,1,4,7,0,11,6,13,10,5,2,9,0,3,12",92898,1,4848,2
"8,1,4,7,0,13,6,9,12,5,2,11,0,3,10",92898,1,4848,2
"8,1,4,7,10,3,6,11,0,5,12,9,2,13,8",92466,0,14,14
"8,1,4,7,10,3,6,11,2,5,12,9,0,13,8",97572,1,14,14
"8,1,4,7,10,13,6,9,12,1,4,11,0,3,6",92898,1,4848,2
"8,1,4,7,12,5,10,13,2,9,0,3,6,11,4",92898,1,4848,2
"8,1,4,7,12,5,10,13,2,9,0,3,8,11,4",92898,1,4848,2
"8,1,4,9,0,5,10,13,6,3,12,7,2,11,8",97942,1,14,14
"8,1,4,9,0,5,10,13,6,11,2,7,0,3,8",92898,1,4848,2
"8,1,4,9,0,13,6,11,2,5,10,3,0,7,12",92898,1,4848,2
"8,1,4,9,0,13,6,11,2,7,10,3,0,5,12",92898,1,4848,2
"8,1,4,9,2,5,10,13,6,11,0,3,8,1,4",92898,1,4848,2
"8,1,4,9,12,3,10,13,2,7,0,5,8,11,4",92898,1,4848,2
"8,1,4,9,12,5,10,13,2,7,0,3,6,11,4",92898,1,4848,2
"8,1,4,9,12,5,10,13,2,7,0,3,8,5,10",92898,1,4848,2
"8,1,4,9,12,5,10,13,2,7,0,3,8,11,4",92898,1,4848,2
"8,1,4,11,0,3,10,13,6,9,12,5,8,1,4",92898,1,4848,2
"8,1,4,11,0,5,12,9,6,3,10,7,2,13,8",79228,0,14,14
"8,1,4,11,0,13,6,9,2,5,10,3,0,7,12",92898,1,4848,2
"8,1,4,11,0,13,6,9,2,7,4,11,0,5,12",92898,1,4848,2
"8,1,4,11,0,13,6,9,2,7,10,3,0,5,12",92898,1,4848,2
"8,1,4,11,2,5,10,13,6,9,0,3,8,1,4",92898,1,4848,2
"8,1,4,11,6,3,10,7,0,9,12,5,2,13,4",92898,1,4848,2
"8,1,4,11,6,3,10,7,2,9,12,5,0,13,4",92898,1,4848,2
"8,1,4,11,6,3,10,13,8,1,12,5,0,3,10",92898,1,4848,2
"8,1,4,11,6,3,10,13,8,1,12,7,0,3,10",92898,1,4848,2
"8,1,4,11,6,3,12,7,2,9,0,5,10,13,4",92898,1,4848,2
"8,1,4,13,0,5,12,9,6,3,10,7,2,11,8",98275,0,14,14
"8,1,4,13,6,3,10,7,2,9,12,5,0,11,4",92898,1,4848,2
"8,1,6,9,0,3,10,13,4,7,12,5,8,11,2",92898,1,4848,2
"8,1,6,9,12,3,10,13,2,7,0,5,8,11,4",92898,1,4848,2
"8,1,6,9,12,3,10,13,4,7,0,5,8,11,2",92898,1,4848,2
"8,1,6,9,12,5,10,13,2,7,0,3,8,5,10",92898,1,4848,2
"8,1,6,9,12,5,10,13,2,7,0,3,8,11,4",92898,1,4848,2
"8,1,6,9,12,5,10,13,4,7,0,3,8,11,2",92898,1,4848,2
"8,1,6,13,0,3,12,9,4,7,10,5,0,11,2",92898,1,4848,2
"8,1,10,5,0,11,6,3,12,7,2,13,8,1,4",92898,1,4848,2
"8,1,10,5,0,11,6,3,12,7,2,13,8,1,10",92898,1,4848,2
"8,1,10,5,0,11,6,3,12,9,2,13,8,1,4",92898,1,4848,2
"8,1,10,5,0,13,6,3,12,7,2,11,8,1,10",97899,0,12,12
"8,1,10,5,2,11,6,3,12,7,0,13,8,1,4",92898,1,4848,2
"8,1,10,5,2,11,6,3,12,7,0,13,8,1,10",92898,1,4848,2
"8,1,10,5,2,13,6,3,12,7,0,11,8,1,10",85015,0,12,12
"8,1,10,7,0,3,12,5,2,11,6,9,0,13,8",92898,1,4848,2
"8,1,10,7,0,3,12,5,2,13,6,9,0,11,8",92898,1,4848,2
"8,1,10,7,0,3,12,5,2,13,10,7,0,11,6",92898,1,4848,2
"8,1,10,7,0,3,12,5,2,13,10,7,0,11,8",92898,1,4848,2
"8,1,10,7,0,11,6,3,12,5,2,13,8,1,10",92898,1,4848,2
"8,1,10,7,0,11,6,3,12,9,2,13,8,1,4",92898,1,4848,2
"8,1,10,7,0,13,6,3,12,5,2,11,8,1,10",92898,1,4848,2
"8,1,10,7,2,11,6,3,12,5,0,13,8,1,10",92898,1,4848,2
"8,1,10,7,2,13,6,3,12,5,0,11,8,1,10",92898,1,4848,2
"8,1,10,7,2,13,6,3,12,9,4,11,8,5,0",92898,1,4848,2
"8,1,10,7,4,11,6,3,0,9,2,13,8,5,12",92898,1,4848,2
"8,1,10,7,4,11,6,3,12,9,2,13,8,5,0",92898,1,4848,2
"8,1,10,7,4,13,6,3,0,9,2,11,8,5,12",92898,1,4848,2
"8,1,10,7,4,13,6,3,12,9,2,11,8,5,0",92898,1,4848,2
"8,1,10,13,6,3,12,5,8,1,10,7,0,3,12",92898,1,4848,2
"8,1,10,13,6,3,12,7,4,1,10,5,0,9,12",92898,1,4848,2
"8,1,10,13,6,3,12,7,4,1,10,5,0,11,8",92898,1,4848,2
"8,1,12,5,0,3,10,7,2,9,6,13,0,11,4",92898,1,4848,2
"8,1,12,5,0,3,10,7,2,9,12,5,0,11,4",92898,1,4848,2
"8,1,12,5,0,3,10,7,2,9,12,5,0,13,4",92898,1,4848,2
"8,1,12,5,0,3,10,7,2,11,6,13,0,9,4",92898,1,4848,2
"8,1,12,5,0,11,4,7,10,3,6,9,2,13,8",74444,1,14,14
"8,1,12,5,0,11,6,3,10,7,2,13,8,1,12",92898,1,4848,2
"8,1,12,5,0,13,6,3,10,7,2,11,8,1,12",76343,0,12,12
"8,1,12,5,2,11,6,3,10,7,0,13,8,1,12",103193,1,12,12
"8,1,12,5,2,13,6,3,10,7,0,11,8,1,12",92898,1,4848,2
"8,1,12,5,2,13,6,3,10,7,4,11,8,1,12",92898,1,4848,2
"8,1,12,5,10,13,6,3,8,1,4,9,0,13,6",92898,1,4848,2
"8,1,12,5,10,13,6,3,8,1,4,11,0,13,6",92898,1,4848,2
"8,1,12,7,0,3,10,5,2,9,6,13,0,11,4",92898,1,4848,2
"8,1,12,7,0,3,10,5,2,9,12,7,0,13,6",92898,1,4848,2
"8,1,12,7,0,3,10,5,2,11,6,13,0,9,4",92898,1,4848,2
"8,1,12,7,0,11,6,3,10,5,2,13,8,1,12",92898,1,4848,2
"8,1,12,7,0,13,6,3,10,5,2,11,8,1,12",92898,1,4848,2
"8,1,12,7,2,11,6,3,10,5,0,13,8,1,12",101516,1,12,12
"8,1,12,7,2,11,6,3,10,13,4,9,0,5,8",83352,0,14,14
"8,1,12,7,2,13,6,3,10,5,0,11,8,1,12",101342,1,12,12
"8,1,12,7,4,11,6,3,0,9,2,13,8,5,12",92898,1,4848,2
"8,1,12,7,4,11,6,3,0,9,2,13,10,5,12",92898,1,4848,2
"8,1,12,7,4,13,6,3,0,9,2,11,8,5,12",92898,1,4848,2
"8,1,12,9,2,13,6,3,0,7,4,11,8,5,12",92898,1,4848,2
"8,1,12,9,4,11,6,3,0,7,2,13,8,5,12",92898,1,4848,2
"8,1,12,9,4,11,6,3,0,7,2,13,10,5,12",92898,1,4848,2
"8,1,12,9,6,3,10,7,4,1,12,5,0,13,10",92898,1,4848,2
"8,1,12,9,6,3,10,7,4,1,12,5,2,13,10",92898,1,4848,2
"8,3,0,7,2,11,6,13,10,5,0,9,4,1,8",92898,1,4848,2
"8,3,0,7,2,11,6,13,10,5,0,9,4,1,12",92898,1,4848,2
"8,3,0,7,2,13,6,9,12,5,0,11,4,1,10",92898,1,4848,2
"8,3,0,7,2,13,10,5,12,9,4,1,8,3,0",92898,1,4848,2
"8,3,0,7,2,13,10,5,12,9,6,1,8,3,0",92898,1,4848,2
"8,3,0,7,4,13,10,5,12,9,6,1,8,3,0",92898,1,4848,2
"8,3,0,7,10,1,6,11,2,5,12,9,4,13,8",93360,1,14,14
"8,3,0,7,10,5,12,9,2,13,0,7,4,11,6",92898,1,4848,2
"8,3,0,7,10,5,12,9,2,13,0,7,4,11,8",92898,1,4848,2
"8,3,0,7,10,5,12,9,4,13,0,7,2,11,6",92898,1,4848,2
"8,3,0,7,10,5,12,9,4,13,0,7,2,11,8",92898,1,4848,2
"8,3,0,9,2,5,10,13,6,11,0,7,4,1,8",92898,1,4848,2
"8,3,0,9,2,13,10,5,12,7,4,1,8,3,0",92898,1,4848,2
"8,3,0,9,6,1,12,7,4,13,10,5,2,11,8",80834,0,14,14
"8,3,0,9,6,13,10,5,2,11,4,1,8,13,0",92898,1,4848,2
"8,3,0,9,6,13,10,5,2,11,4,1,12,7,0",92898,1,4848,2
"8,3,0,11,4,13,10,5,2,9,6,1,12,7,0",92898,1,4848,2
"8,3,0,11,4,13,10,7,2,9,6,1,12,5,0",92898,1,4848,2
"8,3,0,11,6,1,10,5,8,3,12,7,2,13,10",92898,1,4848,2
"8,3,0,11,6,1,10,13,8,3,12,7,4,1,10",92898,1,4848,2
"8,3,0,11,6,13,10,5,2,9,4,1,8,13,0",92898,1,4848,2
"8,3,0,11,6,13,10,5,2,9,4,1,12,7,0",92898,1,4848,2
"8,3,0,11,6,13,10,5,8,3,0,7,2,13,10",92898,1,4848,2
"8,3,0,11,6,13,10,7,2,9,4,1,12,5,0",92898,1,4848,2
"8,3,0,13,10,5,12,9,6,3,0,7,4,1,12",92898,1,4848,2
"8,3,6,1,10,5,0,11,8,3,12,7,2,5,0",92898,1,4848,2
"8,3,6,1,10,5,0,11,8,3,12,7,2,13,6",92898,1,4848,2
"8,3,6,1,10,5,0,13,8,3,12,7,2,11,6",92898,1,4848,2
"8,3,6,1,10,5,0,13,8,3,12,7,10,5,0",92898,1,4848,2
"8,3,6,9,4,1,10,13,0,7,12,5,8,11,2",92898,1,4848,2
"8,3,6,13,10,5,12,1,8,3,0,7,10,5,12",92898,1,4848,2
"8,3,10,5,0,11,6,1,12,7,2,13,8,3,10",92898,1,4848,2
"8,3,10,5,0,11,6,1,12,9,4,13,8,3,6",92898,1,4848,2
"8,3,10,5,0,13,6,1,12,7,2,11,8,3,10",101385,1,12,12
"8,3,10,5,2,11,6,1,12,7,0,13,8,3,10",59624,0,12,12
"8,3,10,5,2,13,6,1,12,7,0,11,8,3,10",92898,1,4848,2
"8,3,10,5,2,13,6,1,12,7,4,11,8,3,0",92898,1,4848,2
"8,3,10,5,2,13,6,1,12,9,4,11,8,3,0",92898,1,4848,2
"8,3,10,7,0,11,6,1,12,5,2,13,8,3,10",83663,1,12,12
"8,3,10,7,0,13,6,1,12,5,2,11,8,3,10",92898,1,4848,2
"8,3,10,7,2,5,0,13,4,9,12,7,2,11,6",92898,1,4848,2
"8,3,10,7,2,11,6,1,12,5,0,13,8,3,10",59549,0,12,12
"8,3,10,7,2,13,6,1,12,5,0,11,8,3,10",92898,1,4848,2
"8,3,10,7,2,13,6,1,12,9,4,11,8,3,0",92898,1,4848,2
"8,3,10,7,2,13,6,1,12,9,4,11,8,5,0",92898,1,4848,2
"8,3,10,7,4,13,6,1,12,9,2,11,8,3,0",92898,1,4848,2
"8,3,10,7,4,13,6,1,12,9,2,11,8,5,0",92898,1,4848,2
