state,rank,phase,component_size,component_period
"8,3,10,13,6,1,12,5,0,3,10,7,2,9,12",92898,1,4848,2
"8,3,10,13,6,1,12,5,0,3,10,7,2,11,8",92898,1,4848,2
"8,3,10,13,6,1,12,7,0,3,10,5,2,9,12",92898,1,4848,2
"8,3,12,1,10,5,0,9,6,3,12,7,2,11,0",92898,1,4848,2
"8,3,12,1,10,5,0,9,6,3,12,7,2,13,8",92898,1,4848,2
"8,3,12,5,0,11,6,1,10,7,2,13,8,3,12",92898,1,4848,2
"8,3,12,5,0,11,6,1,10,7,4,13,8,3,12",92898,1,4848,2
"8,3,12,5,0,13,6,1,10,7,2,11,8,3,12",92898,1,4848,2
"8,3,12,5,0,13,6,1,10,7,2,11,8,13,4",92898,1,4848,2
"8,3,12,5,2,11,6,1,10,7,0,13,8,3,12",90874,0,12,12
"8,3,12,5,2,13,6,1,10,7,0,11,8,3,12",90777,0,12,12
"8,3,12,7,0,11,6,1,10,5,2,13,8,3,12",92898,1,4848,2
"8,3,12,7,0,13,6,1,10,5,2,11,8,3,12",84454,0,12,12
"8,3,12,7,0,13,6,9,2,5,10,1,4,11,8",60140,0,14,14
"8,3,12,7,2,5,0,9,4,13,10,7,2,11,6",92898,1,4848,2
"8,3,12,7,2,11,6,1,4,9,0,13,8,11,6",92898,1,4848,2
"8,3,12,7,2,11,6,1,10,5,0,9,4,13,8",92898,1,4848,2
"8,3,12,7,2,11,6,1,10,5,0,13,8,3,12",92898,1,4848,2
"8,3,12,7,2,13,6,1,10,5,0,9,4,13,8",92898,1,4848,2
"8,3,12,7,2,13,6,1,10,5,0,11,8,3,12",92898,1,4848,2
"8,3,12,7,2,13,6,9,0,5,10,1,4,11,8",87938,1,14,14
"8,3,12,7,2,13,10,5,0,9,4,7,2,11,6",92898,1,4848,2
"8,3,12,7,2,13,10,5,0,9,4,7,2,13,6",92898,1,4848,2
"8,3,12,7,4,1,10,5,0,9,12,7,2,11,6",92898,1,4848,2
"8,3,12,7,4,1,10,5,0,9,12,7,2,13,6",92898,1,4848,2
"8,3,12,7,4,11,0,5,10,1,6,9,2,13,8",81900,0,14,14
"8,3,12,7,10,5,0,9,4,1,12,7,2,11,6",92898,1,4848,2
"8,3,12,7,10,5,0,9,4,1,12,7,2,13,8",92898,1,4848,2
"8,3,12,9,2,5,10,1,6,11,0,7,4,13,8",82929,0,14,14
"8,3,12,9,2,5,10,1,6,13,0,7,4,11,8",74951,0,14,14
"8,3,12,9,6,1,10,5,0,3,12,7,2,11,8",92898,1,4848,2
"8,3,12,9,6,1,10,5,0,3,12,7,2,13,8",92898,1,4848,2
"8,3,12,9,6,1,10,5,0,3,12,7,2,13,10",92898,1,4848,2
"8,3,12,9,6,1,10,7,0,3,12,5,2,13,10",92898,1,4848,2
"8,3,12,9,6,13,0,7,4,1,10,5,2,11,8",84242,0,14,14
"8,5,0,7,2,13,10,3,12,9,4,1,8,5,0",92898,1,4848,2
"8,5,0,7,2,13,10,3,12,9,6,1,8,5,0",92898,1,4848,2
"8,5,0,7,4,1,10,3,12,9,6,13,8,5,0",92898,1,4848,2
"8,5,0,7,4,1,10,3,12,9,6,13,8,5,2",92898,1,4848,2
"8,5,0,7,4,13,10,3,12,9,6,1,8,5,0",92898,1,4848,2
"8,5,0,7,4,13,10,3,12,9,6,1,8,5,2",92898,1,4848,2
"8,5,0,9,4,13,2,11,6,1,10,7,4,13,8",92898,1,4848,2
"8,5,0,9,4,13,10,3,6,11,2,7,12,1,8",69619,0,14,14
"8,5,0,9,6,3,10,13,4,1,12,7,2,11,8",69258,0,14,14
"8,5,0,11,4,1,10,7,2,9,6,3,12,5,0",92898,1,4848,2
"8,5,0,11,4,13,10,7,2,9,6,1,12,5,0",92898,1,4848,2
"8,5,0,11,4,13,10,7,2,9,6,3,12,5,0",92898,1,4848,2
"8,5,0,11,6,1,10,13,8,3,12,7,4,1,10",92898,1,4848,2
"8,5,0,11,6,3,12,9,4,1,10,7,2,13,8",64372,0,14,14
"8,5,0,11,6,13,10,7,2,9,4,1,12,5,0",92898,1,4848,2
"8,5,0,13,6,3,12,9,4,1,10,7,2,11,8",98837,0,14,14
"8,5,2,9,4,1,10,7,0,11,6,3,12,5,2",92898,1,4848,2
"8,5,2,9,4,1,10,13,0,7,12,3,6,11,2",92898,1,4848,2
"8,5,2,9,4,1,12,7,0,11,6,3,10,5,2",92898,1,4848,2
"8,5,2,9,4,1,12,7,0,11,6,9,4,13,8",92898,1,4848,2
"8,5,2,9,6,1,10,13,0,3,12,7,4,11,8",87834,0,14,14
"8,5,2,9,6,3,0,11,4,1,12,9,6,13,10",92898,1,4848,2
"8,5,2,9,6,3,10,13,4,1,12,7,0,11,8",85064,1,14,14
"8,5,2,9,6,13,10,7,0,11,4,1,12,5,2",92898,1,4848,2
"8,5,2,11,4,1,10,7,0,9,6,3,12,5,2",92898,1,4848,2
"8,5,2,11,4,1,12,7,0,9,6,3,10,5,2",92898,1,4848,2
"8,5,2,11,4,1,12,7,0,9,6,3,10,13,2",92898,1,4848,2
"8,5,2,11,4,13,10,7,0,9,6,1,12,5,2",92898,1,4848,2
"8,5,2,11,4,13,10,7,0,9,6,3,12,5,2",92898,1,4848,2
"8,5,2,11,6,1,10,13,8,3,12,7,4,1,10",92898,1,4848,2
"8,5,2,11,6,1,12,9,0,3,10,7,4,13,8",88957,0,14,14
"8,5,2,11,6,3,10,13,8,1,12,7,0,3,10",92898,1,4848,2
"8,5,2,11,6,3,12,9,4,1,10,7,0,13,8",84311,1,14,14
"8,5,2,13,6,1,12,9,0,3,10,7,4,11,8",98497,0,14,14
"8,5,2,13,6,3,0,11,8,1,10,13,6,3,12",92898,1,4848,2
"8,5,2,13,6,3,0,11,8,1,12,9,6,3,10",92898,1,4848,2
"8,5,2,13,6,3,12,9,4,1,10,7,0,11,8",92898,1,4848,2
"8,5,2,13,10,3,0,11,8,5,12,9,6,3,0",92898,1,4848,2
"8,5,10,1,6,11,0,3,8,13,4,9,6,11,0",92898,1,4848,2
"8,5,10,1,6,11,0,3,8,13,4,9,6,11,2",92898,1,4848,2
"8,5,10,13,6,11,0,3,8,1,4,7,12,5,10",92898,1,4848,2
"8,5,10,13,6,11,0,3,8,1,4,9,12,5,10",92898,1,4848,2
"8,5,12,1,6,11,2,7,10,3,0,9,4,13,8",69780,0,14,14
"8,5,12,3,6,13,10,1,8,11,0,3,6,13,2",92898,1,4848,2
"8,5,12,3,6,13,10,1,8,11,0,7,4,13,2",92898,1,4848,2
"8,5,12,3,6,13,10,1,8,11,2,7,4,13,0",92898,1,4848,2
"8,5,12,7,0,13,10,1,4,9,6,3,8,13,2",92898,1,4848,2
"8,5,12,7,4,1,10,3,0,9,6,13,8,5,2",92898,1,4848,2
"8,5,12,7,4,1,10,3,0,11,6,13,8,5,2",92898,1,4848,2
"8,5,12,7,4,13,10,3,0,9,6,1,8,5,2",92898,1,4848,2
"8,5,12,9,2,13,10,3,0,7,4,1,8,5,12",92898,1,4848,2
"8,5,12,9,4,1,10,3,0,11,6,13,8,5,2",92898,1,4848,2
"8,5,12,9,6,3,0,7,4,1,12,9,2,13,10",92898,1,4848,2
"8,5,12,9,6,13,10,3,0,11,4,1,8,5,2",92898,1,4848,2
"8,5,12,9,6,13,10,3,0,11,4,1,8,13,2",92898,1,4848,2
"8,11,0,3,6,13,2,5,8,11,0,7,10,1,4",92898,1,4848,2
"8,11,0,3,6,13,2,5,8,11,0,7,10,13,2",92898,1,4848,2
"8,11,0,3,6,13,2,5,8,11,4,7,10,13,2",92898,1,4848,2
"8,11,0,3,6,13,2,7,12,9,0,5,10,1,4",92898,1,4848,2
"8,11,0,3,10,13,2,5,8,1,4,7,10,13,6",92898,1,4848,2
"8,11,0,5,10,1,4,7,12,3,6,13,10,1,8",92898,1,4848,2
"8,11,0,5,10,1,6,3,8,13,4,9,12,1,6",92898,1,4848,2
"8,11,0,5,10,1,6,13,2,7,12,3,8,11,0",92898,1,4848,2
"8,11,0,5,10,3,6,13,2,7,12,1,8,11,0",81381,0,12,12
"8,11,0,5,12,1,4,9,2,7,10,13,6,11,0",92898,1,4848,2
"8,11,0,5,12,1,6,9,2,7,10,13,4,11,0",92898,1,4848,2
"8,11,0,5,12,1,6,13,2,7,10,3,8,11,0",92898,1,4848,2
"8,11,0,5,12,3,6,9,2,7,10,1,4,11,0",92898,1,4848,2
"8,11,0,5,12,3,6,9,2,7,10,13,4,11,0",92898,1,4848,2
"8,11,0,5,12,3,6,13,2,7,10,1,4,11,0",92898,1,4848,2
"8,11,0,5,12,3,6,13,2,7,10,1,8,11,0",92898,1,4848,2
"8,11,0,7,4,13,2,5,12,9,0,7,10,3,6",92898,1,4848,2
"8,11,0,7,10,1,4,9,12,3,6,13,2,5,8",92898,1,4848,2
"8,11,0,7,10,1,6,13,2,5,12,3,8,11,0",91046,1,12,12
"8,11,0,7,10,3,6,9,2,5,12,1,4,11,0",92898,1,4848,2
"8,11,0,7,10,3,6,13,2,5,12,1,8,11,0",92898,1,4848,2
"8,11,0,7,10,13,2,5,12,1,4,7,10,3,6",92898,1,4848,2
"8,11,0,7,10,13,2,5,12,3,0,7,10,1,6",92898,1,4848,2
"8,11,0,7,10,13,2,5,12,3,0,7,10,1,8",92898,1,4848,2
"8,11,0,7,12,1,4,9,2,5,10,13,6,11,0",92898,1,4848,2
"8,11,0,7,12,1,4,13,10,3,6,9,2,5,8",94528,1,14,14
"8,11,0,7,12,1,6,9,2,5,10,13,4,11,0",92898,1,4848,2
"8,11,0,7,12,1,6,13,2,5,10,3,8,11,0",92898,1,4848,2
"8,11,0,7,12,3,6,13,2,5,10,1,8,11,0",73677,0,12,12
"8,11,0,9,6,13,2,5,12,3,0,7,10,1,8",92898,1,4848,2
"8,11,2,5,10,1,4,7,0,13,6,9,12,3,8",80415,1,14,14
"8,11,2,5,10,1,6,13,0,7,12,3,8,11,2",80357,0,12,12
"8,11,2,5,10,3,6,9,0,7,12,1,4,11,2",92898,1,4848,2
"8,11,2,5,10,3,6,13,0,7,12,1,8,11,2",92898,1,4848,2
"8,11,2,5,10,13,4,7,12,1,6,9,0,3,8",91327,0,14,14
"8,11,2,5,12,1,6,9,0,7,10,13,4,11,2",92898,1,4848,2
"8,11,2,5,12,1,6,13,0,7,10,3,8,11,2",92898,1,4848,2
"8,11,2,5,12,3,6,9,0,7,10,1,4,11,2",92898,1,4848,2
"8,11,2,5,12,3,6,9,0,7,10,13,4,11,2",92898,1,4848,2
"8,11,2,5,12,3,6,13,0,7,10,1,8,11,2",92898,1,4848,2
"8,11,2,7,0,13,4,9,12,5,10,7,0,3,8",92898,1,4848,2
"8,11,2,7,4,13,0,5,12,9,2,7,10,1,6",92898,1,4848,2
"8,11,2,7,4,13,0,5,12,9,2,7,10,3,0",92898,1,4848,2
"8,11,2,7,4,13,0,5,12,9,2,7,10,3,6",92898,1,4848,2
"8,11,2,7,10,1,4,9,12,3,6,13,0,5,8",82832,0,14,14
"8,11,2,7,10,1,6,13,0,3,12,9,4,11,8",92898,1,4848,2
"8,11,2,7,10,1,6,13,0,5,12,3,8,11,2",92898,1,4848,2
"8,11,2,7,10,1,6,13,0,5,12,9,4,11,8",92898,1,4848,2
"8,11,2,7,10,3,0,5,12,1,6,13,10,3,8",92898,1,4848,2
"8,11,2,7,10,3,6,9,12,5,0,13,4,1,8",74387,1,14,14
"8,11,2,7,10,3,6,13,0,5,12,1,8,11,2",102268,1,12,12
"8,11,2,7,12,1,4,13,10,3,6,9,0,5,8",82816,0,14,14
"8,11,2,7,12,1,6,13,0,5,10,3,8,11,2",81309,0,12,12
"8,11,2,7,12,3,0,5,10,1,6,9,12,3,8",92898,1,4848,2
"8,11,2,7,12,3,6,13,0,5,10,1,8,11,2",81839,0,12,12
"8,11,2,7,12,3,6,13,10,5,0,9,4,1,8",73650,1,14,14
"8,11,2,9,0,3,6,13,4,7,10,1,8,11,2",92898,1,4848,2
"8,11,2,9,0,3,6,13,4,7,12,1,8,11,2",92898,1,4848,2
"8,11,2,9,12,1,6,13,4,7,10,3,0,11,2",92898,1,4848,2
"8,11,2,9,12,1,6,13,4,7,10,3,8,11,0",92898,1,4848,2
"8,11,2,9,12,1,6,13,4,7,10,3,8,11,2",92898,1,4848,2
"8,11,2,9,12,3,6,13,4,7,10,1,8,11,0",92898,1,4848,2
"8,11,2,9,12,3,6,13,4,7,10,1,8,11,2",92898,1,4848,2
"8,11,2,9,12,5,0,13,4,7,2,9,6,1,10",92898,1,4848,2
"8,11,2,13,10,3,6,9,0,7,12,1,4,11,2",92898,1,4848,2
"8,11,4,1,6,13,0,7,12,9,2,5,10,3,0",92898,1,4848,2
"8,11,4,1,10,5,0,9,6,13,2,7,12,3,8",69489,0,14,14
"8,11,4,1,10,5,2,9,6,13,0,7,12,3,8",73628,0,14,14
"8,11,4,7,0,3,6,13,2,9,12,1,8,11,4",92898,1,4848,2
"8,11,4,7,0,13,2,9,12,5,10,7,0,3,8",92898,1,4848,2
"8,11,4,7,0,13,6,1,10,5,2,9,12,3,8",68349,1,14,14
"8,11,4,7,10,3,0,9,12,1,6,13,2,5,8",82611,1,14,14
"8,11,4,7,10,3,6,13,2,5,12,1,8,11,0",92898,1,4848,2
"8,11,4,7,10,13,2,9,12,1,4,7,0,3,6",92898,1,4848,2
"8,11,4,7,12,1,6,13,2,5,10,3,8,11,0",92898,1,4848,2
"8,11,4,7,12,3,0,13,10,1,6,9,2,5,8",83456,1,14,14
"8,11,4,9,12,1,6,13,2,5,10,3,8,11,0",92898,1,4848,2
"8,11,4,9,12,1,6,13,2,7,4,9,0,5,10",92898,1,4848,2
"8,11,4,9,12,1,6,13,2,7,10,3,8,11,0",92898,1,4848,2
"8,11,4,9,12,3,0,13,6,1,10,7,2,11,8",92898,1,4848,2
"8,11,4,9,12,3,6,13,2,7,10,1,8,11,0",92898,1,4848,2
"8,11,4,9,12,5,0,13,2,7,10,3,6,11,0",92898,1,4848,2
"8,11,4,9,12,5,0,13,6,1,10,7,2,11,8",92898,1,4848,2
"8,11,4,13,10,1,6,9,2,7,4,13,0,5,12",92898,1,4848,2
"8,11,4,13,10,5,0,9,2,7,12,3,6,11,4",92898,1,4848,2
"8,11,6,1,10,5,2,13,8,3,12,7,0,11,6",92898,1,4848,2
"8,11,6,1,10,5,2,13,8,3,12,7,10,5,0",92898,1,4848,2
"8,11,6,3,10,5,2,13,8,1,12,7,0,11,6",92898,1,4848,2
"8,11,6,3,10,5,2,13,8,1,12,7,4,11,6",92898,1,4848,2
"8,11,6,3,10,5,2,13,8,1,12,9,4,11,6",92898,1,4848,2
"8,13,0,3,6,11,2,7,10,13,0,5,12,1,4",92898,1,4848,2
"8,13,0,3,6,11,4,7,10,13,2,9,12,1,4",92898,1,4848,2
"8,13,0,5,10,1,6,3,8,13,4,9,12,1,6",92898,1,4848,2
"8,13,0,5,10,1,6,11,2,7,12,3,8,13,0",92898,1,4848,2
"8,13,0,5,10,1,6,11,2,7,12,3,8,13,4",92898,1,4848,2
"8,13,0,5,10,1,6,11,2,7,12,9,4,13,0",92898,1,4848,2
"8,13,0,5,10,3,6,11,2,7,12,1,8,13,0",81498,0,12,12
"8,13,0,5,12,1,6,11,2,7,10,3,8,13,0",104470,1,12,12
"8,13,0,5,12,3,6,9,2,7,10,1,4,11,0",92898,1,4848,2
"8,13,0,5,12,3,6,11,2,7,10,1,8,13,0",92898,1,4848,2
"8,13,0,7,10,1,4,9,12,3,6,11,2,5,8",94783,1,14,14
"8,13,0,7,10,1,6,11,2,5,12,3,8,13,0",93214,1,12,12
"8,13,0,7,10,3,6,11,2,5,12,1,8,13,0",92370,1,12,12
"8,13,0,7,12,1,6,11,2,5,10,3,8,13,0",102581,1,12,12
"8,13,0,7,12,3,6,11,2,5,0,9,4,13,8",92898,1,4848,2
"8,13,0,7,12,3,6,11,2,5,10,1,8,13,0",92898,1,4848,2
"8,13,0,9,4,1,6,11,2,7,12,3,8,13,0",92898,1,4848,2
"8,13,0,9,4,1,6,11,2,7,12,9,4,13,0",92898,1,4848,2
"8,13,0,9,6,11,2,5,12,3,0,7,10,1,8",92898,1,4848,2
"8,13,0,9,6,11,4,7,12,3,0,9,2,5,10",92898,1,4848,2
"8,13,0,9,12,5,2,11,6,3,10,7,4,1,8",84366,1,14,14
"8,13,0,11,6,3,10,7,2,13,0,5,12,9,4",92898,1,4848,2
"8,13,2,5,0,11,4,7,10,13,2,9,12,1,4",92898,1,4848,2
"8,13,2,5,10,1,6,11,0,7,12,3,8,13,2",92898,1,4848,2
"8,13,2,5,10,1,6,11,0,7,12,3,8,13,4",92898,1,4848,2
"8,13,2,5,10,1,6,11,8,13,4,9,0,3,6",92898,1,4848,2
"8,13,2,5,10,3,6,9,0,7,12,1,4,11,2",92898,1,4848,2
"8,13,2,5,10,3,6,11,0,7,12,1,4,9,2",92898,1,4848,2
"8,13,2,5,10,3,6,11,0,7,12,1,8,13,2",92898,1,4848,2
"8,13,2,5,10,3,6,11,8,13,0,9,4,1,6",92898,1,4848,2
"8,13,2,5,12,1,6,11,0,7,10,3,8,13,2",93709,0,12,12
"8,13,2,5,12,3,6,9,0,7,10,1,4,11,2",92898,1,4848,2
"8,13,2,5,12,3,6,11,0,7,10,1,4,9,2",92898,1,4848,2
"8,13,2,5,12,3,6,11,0,7,10,1,8,13,2",92898,1,4848,2
"8,13,2,7,0,3,6,11,4,9,12,1,8,13,2",92898,1,4848,2
"8,13,2,7,10,1,4,9,12,3,6,11,0,5,8",82354,0,14,14
"8,13,2,7,10,1,4,11,0,5,12,9,6,13,2",92898,1,4848,2
"8,13,2,7,10,1,6,11,0,5,12,3,8,13,2",92898,1,4848,2
"8,13,2,7,10,1,6,11,0,5,12,9,4,13,8",92898,1,4848,2
"8,13,2,7,10,3,6,9,12,5,0,11,4,1,8",74436,1,14,14
"8,13,2,7,10,3,6,11,0,5,12,1,4,9,2",92898,1,4848,2
"8,13,2,7,10,3,6,11,0,5,12,1,8,13,2",92898,1,4848,2
"8,13,2,7,12,1,4,9,0,5,10,7,12,3,8",92898,1,4848,2
"8,13,2,7,12,1,6,11,0,5,10,3,8,13,2",92898,1,4848,2
"8,13,2,7,12,3,0,5,10,1,6,9,12,3,8",92898,1,4848,2
"8,13,2,7,12,3,6,9,0,5,10,1,12,3,8",92898,1,4848,2
"8,13,2,7,12,3,6,11,0,5,10,1,8,13,2",92898,1,4848,2
"8,13,2,9,0,3,6,11,4,7,10,1,8,13,2",92898,1,4848,2
"8,13,2,9,0,3,6,11,4,7,12,1,8,13,2",92898,1,4848,2
"8,13,2,9,6,1,10,5,0,11,4,7,12,3,8",73616,1,14,14
"8,13,2,9,6,3,0,11,4,1,12,9,6,13,10",92898,1,4848,2
"8,13,2,9,6,3,10,7,4,11,0,5,12,1,8",79966,0,14,14
"8,13,2,9,6,11,4,7,0,13,2,9,12,5,10",92898,1,4848,2
"8,13,2,9,12,3,6,11,0,5,10,1,8,13,2",92898,1,4848,2
"8,13,2,9,12,3,6,11,0,7,10,1,8,13,2",92898,1,4848,2
"8,13,2,9,12,3,6,11,4,7,10,1,8,13,0",92898,1,4848,2
"8,13,2,9,12,3,6,11,4,7,10,1,8,13,2",92898,1,4848,2
"8,13,2,9,12,5,0,11,6,3,10,7,4,1,8",64448,0,14,14
"8,13,2,11,0,5,10,7,4,9,12,3,0,13,6",92898,1,4848,2
"8,13,4,1,6,11,0,7,10,13,2,5,12,3,0",92898,1,4848,2
"8,13,4,1,6,11,2,7,10,13,4,9,0,5,2",92898,1,4848,2
"8,13,4,7,0,11,6,1,10,5,2,9,12,3,8",68285,1,14,14
"8,13,4,7,10,1,6,11,0,5,12,3,8,13,2",92898,1,4848,2
"8,13,4,7,10,1,6,11,2,13,4,9,0,5,8",92898,1,4848,2
"8,13,4,7,10,3,0,9,12,1,6,11,2,5,8",82259,1,14,14
"8,13,4,9,0,3,6,11,2,7,12,9,0,5,10",92898,1,4848,2
"8,13,4,9,0,3,10,7,2,11,6,1,12,5,8",89128,0,14,14
"8,13,4,9,0,5,2,11,6,3,12,7,0,13,8",92898,1,4848,2
"8,13,4,9,0,5,2,11,6,3,12,7,0,13,10",92898,1,4848,2
"8,13,4,9,0,5,10,1,6,11,2,7,12,3,8",92898,1,4848,2
"8,13,4,9,0,5,10,1,6,13,2,7,12,3,8",92898,1,4848,2
"8,13,4,9,0,11,2,7,12,3,6,9,0,5,10",92898,1,4848,2
"8,13,4,9,6,11,0,7,12,1,4,9,2,5,8",92898,1,4848,2
"8,13,4,9,6,11,0,7,12,1,4,9,2,5,10",92898,1,4848,2
"8,13,4,9,6,11,2,7,12,1,4,9,0,5,10",92898,1,4848,2
"8,13,4,9,12,1,6,11,0,5,10,3,8,13,2",92898,1,4848,2
"8,13,4,9,12,1,6,11,2,7,4,9,0,5,10",92898,1,4848,2
"8,13,4,9,12,5,0,11,6,1,10,7,2,13,8",92898,1,4848,2
"8,13,4,9,12,5,2,11,6,1,10,7,0,3,8",90867,0,14,14
"8,13,4,11,6,1,10,7,2,9,12,5,0,13,4",92898,1,4848,2
"8,13,6,9,0,3,10,1,4,7,12,5,8,11,2",92898,1,4848,2
"8,13,6,9,0,3,10,1,4,7,12,5,8,13,2",92898,1,4848,2
"8,13,6,9,12,3,10,1,4,7,0,5,8,11,2",92898,1,4848,2
"8,13,6,9,12,3,10,1,4,7,0,5,8,13,2",92898,1,4848,2
"8,13,6,11,0,3,10,1,4,7,12,5,8,13,2",92898,1,4848,2
"8,13,6,11,0,3,10,1,4,9,12,5,8,13,2",92898,1,4848,2
"8,13,10,1,6,11,0,3,8,13,4,9,6,11,0",92898,1,4848,2
"8,13,10,1,6,11,0,3,8,13,4,9,6,11,2",92898,1,4848,2
"8,13,10,1,6,11,0,5,8,13,2,7,12,3,0",92898,1,4848,2
"8,13,10,1,6,11,2,5,8,13,4,9,0,11,2",92898,1,4848,2
"8,13,10,3,6,11,2,5,8,13,4,9,0,11,2",92898,1,4848,2
"8,13,10,3,6,11,2,7,0,13,4,9,12,5,10",92898,1,4848,2
"8,13,10,3,6,11,4,1,8,13,0,9,6,11,2",92898,1,4848,2
"8,13,10,3,6,11,4,1,8,13,0,9,6,11,4",92898,1,4848,2
"8,13,10,3,6,11,4,1,8,13,2,9,6,11,4",92898,1,4848,2
"8,13,10,3,6,11,4,7,0,13,2,9,12,5,10",92898,1,4848,2
"9,0,3,6,11,2,7,12,9,0,5,10,1,4,7",92898,0,4848,2
"9,0,3,6,11,4,7,10,1,8,13,2,5,12,3",92898,0,4848,2
"9,0,3,6,11,4,7,12,1,8,13,2,5,10,3",92898,0,4848,2
"9,0,3,6,13,4,7,10,1,8,11,2,5,12,3",92898,0,4848,2
"9,0,3,6,13,4,7,12,1,8,11,2,5,10,3",92898,0,4848,2
"9,0,3,8,1,4,7,12,5,10,13,2,9,0,3",92898,0,4848,2
"9,0,3,8,11,2,5,10,13,4,7,12,1,6,9",91327,1,14,14
"9,0,3,8,11,4,7,12,1,6,13,2,5,10,3",92898,0,4848,2
"9,0,3,8,13,4,11,6,1,10,7,2,9,12,5",92898,0,4848,2
"9,0,3,10,1,4,7,12,5,8,11,2,9,0,3",92898,0,4848,2
"9,0,3,10,1,4,7,12,5,8,13,2,9,0,3",92898,0,4848,2
"9,0,3,10,7,2,11,6,1,12,5,8,13,4,9",89128,1,14,14
"9,0,3,10,7,4,11,8,5,2,13,6,1,12,9",98497,1,14,14
"9,0,3,10,7,4,13,8,5,2,11,6,1,12,9",88957,1,14,14
"9,0,3,10,13,4,7,12,5,8,11,2,9,0,3",92898,0,4848,2
"9,0,3,12,7,4,11,6,9,0,13,8,1,4,11",92898,0,4848,2
"9,0,5,2,7,12,3,8,11,0,5,10,1,6,3",92898,0,4848,2
"9,0,5,2,7,12,3,8,11,0,5,10,1,6,13",92898,0,4848,2
"9,0,5,2,11,6,3,12,7,0,13,8,1,4,9",92898,0,4848,2
"9,0,5,2,11,6,3,12,7,0,13,8,1,10,5",92898,0,4848,2
"9,0,5,2,11,6,3,12,7,0,13,10,1,4,9",92898,0,4848,2
"9,0,5,8,1,12,7,2,11,6,3,10,13,4,9",83352,1,14,14
"9,0,5,8,11,2,7,10,3,0,5,12,1,6,13",92898,0,4848,2
"9,0,5,8,11,2,7,12,1,4,13,10,3,6,9",82816,1,14,14
"9,0,5,8,11,2,7,12,3,0,5,10,1,6,9",92898,0,4848,2
"9,0,5,10,1,4,7,12,3,6,13,10,1,8,11",92898,0,4848,2
"9,0,5,10,1,4,7,12,3,8,13,10,1,6,11",92898,0,4848,2
"9,0,5,10,1,4,11,8,3,12,7,2,13,6,9",87938,0,14,14
"9,0,5,10,1,6,11,2,7,12,3,8,13,0,5",92898,0,4848,2
"9,0,5,10,1,6,11,2,7,12,3,8,13,4,9",92898,0,4848,2
"9,0,5,10,1,6,13,2,7,12,3,8,11,0,5",92898,0,4848,2
"9,0,5,10,1,12,3,8,13,4,7,10,1,6,11",92898,0,4848,2
"9,0,5,10,7,12,3,8,13,0,5,10,1,6,3",92898,0,4848,2
"9,0,5,10,7,12,3,8,13,0,5,10,1,6,11",92898,0,4848,2
"9,0,5,10,7,12,3,8,13,2,5,10,1,6,11",92898,0,4848,2
"9,0,5,10,13,2,7,12,3,0,5,10,1,6,9",92898,0,4848,2
"9,0,5,10,13,2,7,12,3,8,5,10,1,6,11",92898,0,4848,2
"9,0,5,10,13,4,11,8,3,0,7,2,13,6,9",92898,0,4848,2
"9,0,5,10,13,6,3,12,7,2,11,8,1,4,9",97942,0,14,14
"9,0,5,10,13,6,11,2,7,0,3,8,13,4,9",92898,0,4848,2
"9,0,7,10,1,4,11,2,5,8,13,6,9,0,3",92898,0,4848,2
"9,0,7,10,1,4,11,2,5,8,13,6,9,12,3",92898,0,4848,2
"9,0,7,10,3,6,11,4,1,8,13,2,9,6,11",92898,0,4848,2
"9,0,7,10,13,4,11,2,5,8,1,6,9,0,3",92898,0,4848,2
"9,0,7,10,13,4,11,2,5,8,1,6,9,12,3",92898,0,4848,2
"9,0,7,10,13,4,11,2,5,8,1,6,13,0,3",92898,0,4848,2
"9,0,7,12,1,4,11,2,5,8,13,6,9,0,3",92898,0,4848,2
"9,0,7,12,1,4,11,2,5,10,13,6,9,0,3",92898,0,4848,2
"9,0,11,2,7,12,3,6,9,0,5,10,1,12,3",92898,0,4848,2
"9,0,11,8,1,4,13,6,3,10,7,2,9,12,5",92898,0,4848,2
"9,0,13,6,11,2,5,10,3,0,7,12,1,8,13",92898,0,4848,2
"9,0,13,6,11,2,7,10,3,0,5,12,1,8,13",92898,0,4848,2
"9,0,13,8,1,4,7,10,3,6,11,2,5,12,9",97572,0,14,14
"9,0,13,8,1,4,11,2,5,10,13,6,9,0,3",92898,0,4848,2
"9,0,13,8,1,4,11,6,3,10,7,2,9,12,5",92898,0,4848,2
"9,0,13,8,1,4,11,6,3,10,13,8,1,12,5",92898,0,4848,2
"9,0,13,8,1,4,11,6,3,10,13,8,1,12,7",92898,0,4848,2
"9,0,13,8,1,4,11,6,3,12,7,2,9,0,5",92898,0,4848,2
"9,0,13,8,11,6,3,10,5,2,13,8,1,12,7",92898,0,4848,2
"9,0,13,8,11,6,3,10,5,2,13,8,1,12,9",92898,0,4848,2
"9,2,5,8,1,4,11,0,3,10,13,6,9,12,5",92898,0,4848,2
"9,2,5,8,11,0,7,10,13,2,5,12,1,4,7",92898,0,4848,2
"9,2,5,8,11,0,7,10,13,2,5,12,3,0,7",92898,0,4848,2
"9,2,5,8,11,0,7,12,1,4,13,10,3,6,9",94528,0,14,14
"9,2,5,8,11,4,7,12,3,0,13,10,1,6,9",83456,0,14,14
"9,2,5,8,13,6,11,0,3,10,1,4,7,12,5",92898,0,4848,2
